OrderID,CustomerID,Country,Category,SalesAmount,IsReturned
ORD-2026947,CUST-226,Germany,Electronics,208.92,No
ORD-2026948,CUST-159,France,Home & Kitchen,41.74,No
ORD-2026949,CUST-283,Italy,Apparel,65.66,No
ORD-2026950,CUST-155,France,Apparel,135.77,No
ORD-2026951,CUST-260,Germany,Home & Kitchen,402.37,No
ORD-2026952,CUST-277,Italy,Home & Kitchen,392.1,No
ORD-2026953,CUST-170,France,Electronics,416.52,No
ORD-2026954,CUST-282,Italy,Home & Kitchen,416.72,No
ORD-2026955,CUST-229,Spain,Home & Kitchen,460.39,No
ORD-2026956,CUST-180,Germany,Electronics,26.02,No
ORD-2026957,CUST-285,France,Electronics,352.89,No
ORD-2026958,CUST-225,Italy,Sports,115.75,No
ORD-2026959,CUST-270,Spain,Electronics,76.79,No
ORD-2026960,CUST-165,France,Apparel,300.35,No
ORD-2026961,CUST-156,Spain,Apparel,287.68,No
ORD-2026962,CUST-221,Italy,Home & Kitchen,384.69,No
ORD-2026963,CUST-140,Spain,Home & Kitchen,216.63,No
ORD-2026964,CUST-110,Germany,Electronics,352.84,Yes
ORD-2026965,CUST-244,France,Apparel,491.08,No
ORD-2026966,CUST-141,Spain,Electronics,353.98,No
ORD-2026967,CUST-223,Italy,Apparel,449.34,No
ORD-2026968,CUST-167,Spain,Apparel,87.41,No
ORD-2026969,CUST-210,Spain,Home & Kitchen,277.24,No
ORD-2026970,CUST-126,Spain,Electronics,95.86,Yes
ORD-2026971,CUST-167,Spain,Sports,319.81,No
ORD-2026972,CUST-242,Spain,Apparel,419.93,No
ORD-2026973,CUST-282,Spain,Apparel,205.77,No
ORD-2026974,CUST-240,Italy,Apparel,347.19,No
ORD-2026975,CUST-295,Spain,Home & Kitchen,441.35,No
ORD-2026976,CUST-116,France,Apparel,495.64,No
ORD-2026977,CUST-240,Italy,Apparel,52.46,No
ORD-2026978,CUST-157,France,Home & Kitchen,118.98,No
ORD-2026979,CUST-280,France,Apparel,496.98,No
ORD-2026980,CUST-148,Italy,Electronics,114.27,No
ORD-2026981,CUST-231,Spain,Electronics,162.29,Yes
ORD-2026982,CUST-217,Spain,Electronics,278.42,No
ORD-2026983,CUST-113,France,Sports,369.56,Yes
ORD-2026984,CUST-149,Italy,Electronics,295.62,No
ORD-2026985,CUST-127,Italy,Apparel,395.55,No
ORD-2026986,CUST-219,Spain,Sports,435.9,No
ORD-2026987,CUST-101,Spain,Sports,393.2,No
ORD-2026988,CUST-189,Italy,Home & Kitchen,29.23,No
ORD-2026989,CUST-161,Spain,Sports,154.7,No
ORD-2026990,CUST-238,Spain,Home & Kitchen,151.68,No
ORD-2026991,CUST-266,Italy,Apparel,162.46,No
ORD-2026992,CUST-191,Germany,Electronics,70.07,No
ORD-2026993,CUST-247,France,Electronics,271.59,No
ORD-2026994,CUST-101,France,Apparel,314.09,No
ORD-2026995,CUST-160,France,Sports,393.06,No
ORD-2026996,CUST-204,Spain,Apparel,428.22,No
ORD-2026997,CUST-102,Italy,Electronics,255.39,No
ORD-2026998,CUST-272,Germany,Sports,129.11,No
ORD-2026999,CUST-242,Spain,Electronics,493.22,No
ORD-2027000,CUST-221,Germany,Apparel,59.55,Yes
